time,open,high,low,close,volume
2026-05-01 01:33:00+00:00,64454.72,64550.73,64434.44,64495.52,60.40
2026-05-01 01:34:00+00:00,64495.52,64522.61,64437.06,64495.41,70.91
2026-05-01 01:35:00+00:00,64495.41,64581.45,64406.15,64518.09,77.23
2026-05-01 01:36:00+00:00,64518.09,64577.93,64381.20,64468.24,12.15
2026-05-01 01:37:00+00:00,64468.24,64520.56,64421.54,64481.76,4.97
2026-05-01 01:38:00+00:00,64481.76,64525.49,64350.75,64416.59,80.63
2026-05-01 01:39:00+00:00,64416.59,64465.02,64218.98,64338.11,71.70
2026-05-01 01:40:00+00:00,64338.11,64396.51,64278.24,64326.49,72.21
2026-05-01 01:41:00+00:00,64326.49,64376.02,64249.13,64291.91,56.37
2026-05-01 01:42:00+00:00,64291.91,64311.72,64283.29,64298.38,39.36
2026-05-01 01:43:00+00:00,64298.38,64466.36,64265.66,64385.16,76.61
2026-05-01 01:44:00+00:00,64385.16,64424.08,64327.17,64353.17,58.79
2026-05-01 01:45:00+00:00,64353.17,64422.05,64278.63,64329.21,2.60
2026-05-01 01:46:00+00:00,64329.21,64391.55,64281.47,64337.27,33.87
2026-05-01 01:47:00+00:00,64337.27,64385.84,64309.38,64356.44,13.59
2026-05-01 01:48:00+00:00,64356.44,64399.42,64317.24,64349.76,46.34
2026-05-01 01:49:00+00:00,64349.76,64359.09,64330.75,64341.94,93.09
2026-05-01 01:50:00+00:00,64341.94,64446.50,64275.07,64369.19,8.17
2026-05-01 01:51:00+00:00,64369.19,64489.47,64273.79,64389.39,74.35
2026-05-01 01:52:00+00:00,64389.39,64467.09,64277.23,64349.60,59.57
2026-05-01 01:53:00+00:00,64349.60,64420.09,64311.70,64346.67,92.87
2026-05-01 01:54:00+00:00,64346.67,64361.61,64314.29,64348.17,85.51
2026-05-01 01:55:00+00:00,64348.17,64371.71,64275.66,64307.61,17.45
2026-05-01 01:56:00+00:00,64307.61,64371.91,64288.63,64317.77,8.47
2026-05-01 01:57:00+00:00,64317.77,64339.44,64269.18,64284.81,2.17
2026-05-01 01:58:00+00:00,64284.81,64382.77,64216.24,64322.45,69.21
2026-05-01 01:59:00+00:00,64322.45,64389.13,64265.17,64330.02,33.68
2026-05-01 02:00:00+00:00,64330.02,64383.78,64280.88,64333.60,64.14
2026-05-01 02:01:00+00:00,64333.60,64393.49,64260.59,64310.93,30.18
2026-05-01 02:02:00+00:00,64310.93,64356.50,64283.97,64306.49,28.08
2026-05-01 02:03:00+00:00,64306.49,64346.96,64144.02,64229.61,82.57
2026-05-01 02:04:00+00:00,64229.61,64279.87,64119.64,64186.19,98.64
2026-05-01 02:05:00+00:00,64186.19,64232.76,64134.71,64200.33,2.55
2026-05-01 02:06:00+00:00,64200.33,64310.67,64054.00,64118.56,49.70
2026-05-01 02:07:00+00:00,64118.56,64173.92,64066.35,64151.31,54.20
2026-05-01 02:08:00+00:00,64151.31,64183.70,63974.15,64084.32,16.38
2026-05-01 02:09:00+00:00,64084.32,64162.15,64010.75,64113.60,55.19
2026-05-01 02:10:00+00:00,64113.60,64193.13,64023.40,64081.27,97.50
2026-05-01 02:11:00+00:00,64081.27,64187.44,64019.10,64111.40,35.36
2026-05-01 02:12:00+00:00,64111.40,64127.41,64096.10,64116.62,11.38
2026-05-01 02:13:00+00:00,64116.62,64194.64,63978.08,64057.71,39.68
2026-05-01 02:14:00+00:00,64057.71,64143.64,63955.04,64105.92,86.57
2026-05-01 02:15:00+00:00,64105.92,64277.63,63995.99,64161.56,66.59
2026-05-01 02:16:00+00:00,64161.56,64199.45,64117.88,64159.20,64.05
2026-05-01 02:17:00+00:00,64159.20,64226.95,64102.98,64148.82,21.04
2026-05-01 02:18:00+00:00,64148.82,64163.59,64124.37,64142.84,78.90
2026-05-01 02:19:00+00:00,64142.84,64172.68,64076.08,64105.50,99.18
2026-05-01 02:20:00+00:00,64105.50,64190.08,64053.04,64147.94,7.45
2026-05-01 02:21:00+00:00,64147.94,64186.07,64111.72,64127.23,90.56
2026-05-01 02:22:00+00:00,64127.23,64175.53,64097.91,64125.43,57.00
2026-05-01 02:23:00+00:00,64125.43,64237.07,64012.06,64095.10,20.21
2026-05-01 02:24:00+00:00,64095.10,64142.27,64053.21,64071.21,48.73
2026-05-01 02:25:00+00:00,64071.21,64112.45,63922.55,64022.31,77.24
2026-05-01 02:26:00+00:00,64022.31,64155.10,63959.34,64070.80,16.45
2026-05-01 02:27:00+00:00,64070.80,64124.64,64032.41,64065.06,38.30
2026-05-01 02:28:00+00:00,64065.06,64150.45,63977.45,64102.38,14.32
2026-05-01 02:29:00+00:00,64102.38,64154.89,64069.64,64103.07,77.07
2026-05-01 02:30:00+00:00,64103.07,64160.42,64028.06,64076.56,35.23
2026-05-01 02:31:00+00:00,64076.56,64118.48,64042.94,64064.18,42.19
2026-05-01 02:32:00+00:00,64064.18,64119.01,63971.41,64042.85,26.14
2026-05-01 02:33:00+00:00,64042.85,64074.58,64025.20,64043.34,93.49
2026-05-01 02:34:00+00:00,64043.34,64090.26,64004.08,64029.12,15.32
2026-05-01 02:35:00+00:00,64029.12,64067.05,63986.79,64017.79,73.43
2026-05-01 02:36:00+00:00,64017.79,64054.01,63892.00,63965.07,29.26
2026-05-01 02:37:00+00:00,63965.07,64024.58,63904.52,63934.33,2.12
2026-05-01 02:38:00+00:00,63934.33,64058.50,63889.43,63998.01,88.43
2026-05-01 02:39:00+00:00,63998.01,64104.54,63874.98,63972.44,1.09
2026-05-01 02:40:00+00:00,63972.44,64077.34,63833.00,63932.21,9.74
2026-05-01 02:41:00+00:00,63932.21,63983.82,63892.47,63945.36,71.71
2026-05-01 02:42:00+00:00,63945.36,64024.75,63872.67,63999.58,11.13
2026-05-01 02:43:00+00:00,63999.58,64056.85,63899.22,63943.98,31.74
2026-05-01 02:44:00+00:00,63943.98,63987.30,63874.35,63936.19,33.09
2026-05-01 02:45:00+00:00,63936.19,63983.75,63852.67,63912.17,27.28
2026-05-01 02:46:00+00:00,63912.17,63970.57,63748.15,63844.90,25.45
2026-05-01 02:47:00+00:00,63844.90,63896.41,63823.77,63873.29,68.69
2026-05-01 02:48:00+00:00,63873.29,63893.93,63859.29,63872.62,30.43
2026-05-01 02:49:00+00:00,63872.62,63891.15,63846.27,63875.58,61.50
2026-05-01 02:50:00+00:00,63875.58,63969.47,63742.05,63846.98,4.88
2026-05-01 02:51:00+00:00,63846.98,63890.11,63817.96,63864.64,95.11
2026-05-01 02:52:00+00:00,63864.64,63894.74,63822.60,63844.20,88.74
2026-05-01 02:53:00+00:00,63844.20,63885.32,63820.04,63838.96,77.49
2026-05-01 02:54:00+00:00,63838.96,63868.38,63758.23,63796.77,2.90
2026-05-01 02:55:00+00:00,63796.77,63884.17,63690.65,63750.48,90.31
2026-05-01 02:56:00+00:00,63750.48,63841.60,63666.13,63801.83,4.51
2026-05-01 02:57:00+00:00,63801.83,63833.84,63716.60,63782.66,19.99
2026-05-01 02:58:00+00:00,63782.66,63847.69,63739.45,63794.07,23.62
2026-05-01 02:59:00+00:00,63794.07,63815.57,63760.35,63793.02,8.92
2026-05-01 03:00:00+00:00,63793.02,63833.46,63735.17,63776.38,93.69
2026-05-01 03:01:00+00:00,63776.38,63843.36,63706.42,63757.19,76.24
2026-05-01 03:02:00+00:00,63757.19,63818.81,63736.21,63781.54,36.42
2026-05-01 03:03:00+00:00,63781.54,63796.16,63747.84,63770.24,69.71
2026-05-01 03:04:00+00:00,63770.24,63777.65,63745.23,63764.69,54.94
2026-05-01 03:05:00+00:00,63764.69,63803.11,63678.37,63765.79,29.00
2026-05-01 03:06:00+00:00,63765.79,63860.24,63687.85,63811.05,71.93
2026-05-01 03:07:00+00:00,63811.05,63922.03,63730.79,63837.35,30.68
2026-05-01 03:08:00+00:00,63837.35,63925.40,63790.30,63852.23,79.92
2026-05-01 03:09:00+00:00,63852.23,63913.36,63756.59,63830.88,70.24
2026-05-01 03:10:00+00:00,63830.88,63908.22,63708.69,63778.22,60.88
2026-05-01 03:11:00+00:00,63778.22,63855.58,63737.49,63814.80,76.47
2026-05-01 03:12:00+00:00,63814.80,63919.66,63739.55,63852.05,33.34
2026-05-01 03:13:00+00:00,63852.05,63909.05,63823.95,63846.89,27.04
2026-05-01 03:14:00+00:00,63846.89,63885.98,63770.30,63867.87,93.26
2026-05-01 03:15:00+00:00,63867.87,63962.88,63824.24,63898.05,77.75
2026-05-01 03:16:00+00:00,63898.05,63971.53,63861.56,63930.14,81.78
2026-05-01 03:17:00+00:00,63930.14,64039.78,63843.93,63965.69,41.40
2026-05-01 03:18:00+00:00,63965.69,64010.09,63931.80,63948.42,7.14
2026-05-01 03:19:00+00:00,63948.42,64040.43,63874.36,64006.77,60.18
2026-05-01 03:20:00+00:00,64006.77,64049.52,63895.88,63959.13,36.30
2026-05-01 03:21:00+00:00,63959.13,64046.77,63937.08,63992.41,93.46
2026-05-01 03:22:00+00:00,63992.41,64111.02,63933.59,64011.57,80.32
2026-05-01 03:23:00+00:00,64011.57,64087.18,63988.57,64045.32,10.75
2026-05-01 03:24:00+00:00,64045.32,64224.40,63932.64,64117.75,31.30
2026-05-01 03:25:00+00:00,64117.75,64242.50,64046.12,64175.04,22.70
2026-05-01 03:26:00+00:00,64175.04,64211.23,64078.55,64131.14,55.28
2026-05-01 03:27:00+00:00,64131.14,64158.61,64030.21,64066.38,90.09
2026-05-01 03:28:00+00:00,64066.38,64176.93,63988.68,64097.97,35.12
2026-05-01 03:29:00+00:00,64097.97,64156.07,64030.08,64059.13,86.36
2026-05-01 03:30:00+00:00,64059.13,64077.57,63985.82,64058.84,66.14
2026-05-01 03:31:00+00:00,64058.84,64151.46,64035.05,64091.31,96.15
2026-05-01 03:32:00+00:00,64091.31,64205.57,63941.76,64028.32,13.11
2026-05-01 03:33:00+00:00,64028.32,64071.23,63873.32,63947.53,62.87
2026-05-01 03:34:00+00:00,63947.53,63976.26,63897.46,63957.68,93.21
2026-05-01 03:35:00+00:00,63957.68,63992.11,63918.64,63959.60,6.09
2026-05-01 03:36:00+00:00,63959.60,63972.95,63892.52,63950.37,73.21
2026-05-01 03:37:00+00:00,63950.37,63965.84,63924.43,63952.06,22.09
2026-05-01 03:38:00+00:00,63952.06,63998.85,63846.46,63919.27,49.58
2026-05-01 03:39:00+00:00,63919.27,64034.50,63792.98,63861.48,14.30
2026-05-01 03:40:00+00:00,63861.48,63879.22,63838.63,63855.32,8.20
2026-05-01 03:41:00+00:00,63855.32,63924.71,63795.97,63818.34,56.92
2026-05-01 03:42:00+00:00,63818.34,63866.51,63651.90,63755.69,18.09
2026-05-01 03:43:00+00:00,63755.69,63810.94,63722.80,63775.28,98.02
2026-05-01 03:44:00+00:00,63775.28,63849.89,63742.79,63773.18,20.02
2026-05-01 03:45:00+00:00,63773.18,63806.92,63730.30,63788.97,92.11
2026-05-01 03:46:00+00:00,63788.97,63860.85,63699.36,63751.37,46.43
2026-05-01 03:47:00+00:00,63751.37,63776.89,63672.17,63726.46,80.19
2026-05-01 03:48:00+00:00,63726.46,63773.75,63635.74,63688.53,30.63
2026-05-01 03:49:00+00:00,63688.53,63712.71,63617.66,63654.93,74.85
2026-05-01 03:50:00+00:00,63654.93,63701.92,63625.44,63662.66,99.58
2026-05-01 03:51:00+00:00,63662.66,63724.22,63552.66,63633.04,72.26
2026-05-01 03:52:00+00:00,63633.04,63659.64,63600.37,63646.90,47.11
2026-05-01 03:53:00+00:00,63646.90,63678.34,63617.30,63660.15,17.99
2026-05-01 03:54:00+00:00,63660.15,63812.82,63603.26,63737.80,44.37
2026-05-01 03:55:00+00:00,63737.80,63832.93,63570.56,63684.82,80.03
2026-05-01 03:56:00+00:00,63684.82,63809.46,63612.73,63719.01,59.72
2026-05-01 03:57:00+00:00,63719.01,63750.25,63700.30,63715.85,91.53
2026-05-01 03:58:00+00:00,63715.85,63733.14,63669.31,63715.57,67.86
2026-05-01 03:59:00+00:00,63715.57,63767.41,63590.25,63660.43,83.58
2026-05-01 04:00:00+00:00,63660.43,63696.53,63596.49,63643.13,78.30
2026-05-01 04:01:00+00:00,63643.13,63713.88,63588.51,63671.78,29.19
2026-05-01 04:02:00+00:00,63671.78,63751.29,63618.01,63668.90,66.54
2026-05-01 04:03:00+00:00,63668.90,63740.69,63612.43,63672.26,91.34
2026-05-01 04:04:00+00:00,63672.26,63714.38,63585.92,63661.42,27.04
2026-05-01 04:05:00+00:00,63661.42,63732.92,63615.43,63705.80,7.78
2026-05-01 04:06:00+00:00,63705.80,63740.41,63668.04,63705.24,81.69
2026-05-01 04:07:00+00:00,63705.24,63743.81,63555.52,63621.46,61.63
2026-05-01 04:08:00+00:00,63621.46,63694.24,63546.21,63595.33,48.51
2026-05-01 04:09:00+00:00,63595.33,63657.97,63442.65,63520.54,76.65
2026-05-01 04:10:00+00:00,63520.54,63573.86,63199.74,63397.07,37.02
2026-05-01 04:11:00+00:00,63397.07,63447.20,63353.75,63377.23,71.97
2026-05-01 04:12:00+00:00,63377.23,63490.95,63354.40,63428.27,98.63
2026-05-01 04:13:00+00:00,63428.27,63462.08,63398.84,63430.38,4.27
2026-05-01 04:14:00+00:00,63430.38,63512.72,63361.77,63386.09,94.30
2026-05-01 04:15:00+00:00,63386.09,63418.92,63297.29,63350.66,42.89
2026-05-01 04:16:00+00:00,63350.66,63423.31,63288.38,63393.97,55.09
2026-05-01 04:17:00+00:00,63393.97,63412.37,63384.82,63400.29,30.27
2026-05-01 04:18:00+00:00,63400.29,63432.83,63375.91,63402.43,78.72
2026-05-01 04:19:00+00:00,63402.43,63484.15,63381.89,63400.72,6.02
2026-05-01 04:20:00+00:00,63400.72,63424.94,63375.55,63402.50,10.97
2026-05-01 04:21:00+00:00,63402.50,63473.61,63353.11,63433.46,38.51
2026-05-01 04:22:00+00:00,63433.46,63556.79,63336.86,63454.80,12.63
2026-05-01 04:23:00+00:00,63454.80,63481.62,63424.71,63463.32,45.20
2026-05-01 04:24:00+00:00,63463.32,63522.95,63361.22,63423.94,49.83
2026-05-01 04:25:00+00:00,63423.94,63483.79,63384.83,63443.70,17.85
2026-05-01 04:26:00+00:00,63443.70,63521.51,63349.42,63417.98,89.81
2026-05-01 04:27:00+00:00,63417.98,63536.15,63341.48,63459.92,17.85
2026-05-01 04:28:00+00:00,63459.92,63502.85,63342.74,63411.86,7.99
2026-05-01 04:29:00+00:00,63411.86,63474.65,63357.38,63406.94,17.38
2026-05-01 04:30:00+00:00,63406.94,63440.39,63330.88,63406.98,5.09
2026-05-01 04:31:00+00:00,63406.98,63438.53,63319.08,63356.94,31.73
2026-05-01 04:32:00+00:00,63356.94,63516.60,63241.33,63422.74,53.24
2026-05-01 04:33:00+00:00,63422.74,63517.43,63303.73,63478.65,93.93
2026-05-01 04:34:00+00:00,63478.65,63512.23,63445.84,63461.30,4.00
2026-05-01 04:35:00+00:00,63461.30,63562.73,63395.30,63490.99,8.71
2026-05-01 04:36:00+00:00,63490.99,63544.64,63444.69,63505.72,93.75
2026-05-01 04:37:00+00:00,63505.72,63539.87,63367.80,63406.53,43.19
2026-05-01 04:38:00+00:00,63406.53,63443.20,63396.96,63416.37,68.71
2026-05-01 04:39:00+00:00,63416.37,63441.38,63369.48,63414.36,21.27
2026-05-01 04:40:00+00:00,63414.36,63456.41,63371.35,63417.84,55.93
2026-05-01 04:41:00+00:00,63417.84,63453.00,63327.52,63377.20,1.76
2026-05-01 04:42:00+00:00,63377.20,63447.89,63343.00,63367.29,48.88
2026-05-01 04:43:00+00:00,63367.29,63429.81,63315.55,63360.84,1.01
2026-05-01 04:44:00+00:00,63360.84,63449.83,63311.14,63406.34,53.29
2026-05-01 04:45:00+00:00,63406.34,63461.09,63316.43,63419.38,91.04
2026-05-01 04:46:00+00:00,63419.38,63436.36,63413.97,63419.49,61.27
2026-05-01 04:47:00+00:00,63419.49,63543.67,63313.33,63478.00,46.64
2026-05-01 04:48:00+00:00,63478.00,63516.17,63398.44,63457.16,11.26
2026-05-01 04:49:00+00:00,63457.16,63511.14,63391.28,63442.65,36.36
2026-05-01 04:50:00+00:00,63442.65,63523.18,63314.36,63373.85,6.50
2026-05-01 04:51:00+00:00,63373.85,63566.42,63344.84,63433.86,6.80
2026-05-01 04:52:00+00:00,63433.86,63511.09,63396.15,63470.88,87.37
2026-05-01 04:53:00+00:00,63470.88,63540.80,63431.21,63506.10,91.17
2026-05-01 04:54:00+00:00,63506.10,63584.21,63477.45,63531.89,72.91
2026-05-01 04:55:00+00:00,63531.89,63557.63,63523.15,63536.38,48.31
2026-05-01 04:56:00+00:00,63536.38,63563.57,63515.44,63544.89,93.35
2026-05-01 04:57:00+00:00,63544.89,63569.12,63505.07,63535.57,60.27
2026-05-01 04:58:00+00:00,63535.57,63552.64,63496.68,63528.11,79.67
2026-05-01 04:59:00+00:00,63528.11,63544.16,63499.61,63530.47,45.85
2026-05-01 05:00:00+00:00,63530.47,63638.99,63431.04,63588.41,9.39
2026-05-01 05:01:00+00:00,63588.41,63642.09,63491.60,63609.89,42.75
2026-05-01 05:02:00+00:00,63609.89,63620.18,63579.42,63607.94,11.14
2026-05-01 05:03:00+00:00,63607.94,63647.87,63499.80,63586.11,41.49
2026-05-01 05:04:00+00:00,63586.11,63608.42,63515.27,63562.18,90.68
2026-05-01 05:05:00+00:00,63562.18,63688.97,63515.22,63623.61,76.98
2026-05-01 05:06:00+00:00,63623.61,63674.25,63608.05,63643.22,15.61
2026-05-01 05:07:00+00:00,63643.22,63703.28,63583.63,63646.07,52.68
2026-05-01 05:08:00+00:00,63646.07,63722.07,63607.69,63633.13,19.63
2026-05-01 05:09:00+00:00,63633.13,63727.40,63519.20,63591.08,34.53
2026-05-01 05:10:00+00:00,63591.08,63606.14,63560.92,63588.81,63.98
2026-05-01 05:11:00+00:00,63588.81,63664.16,63562.59,63622.43,71.51
2026-05-01 05:12:00+00:00,63622.43,63683.99,63545.71,63607.72,98.82
2026-05-01 05:13:00+00:00,63607.72,63636.29,63580.50,63599.33,46.63
2026-05-01 05:14:00+00:00,63599.33,63640.01,63528.96,63591.18,46.44
2026-05-01 05:15:00+00:00,63591.18,63638.54,63539.60,63595.64,16.56
2026-05-01 05:16:00+00:00,63595.64,63627.32,63442.37,63535.18,65.86
2026-05-01 05:17:00+00:00,63535.18,63549.83,63496.07,63526.50,82.54
2026-05-01 05:18:00+00:00,63526.50,63544.30,63456.06,63494.25,25.51
2026-05-01 05:19:00+00:00,63494.25,63623.38,63437.58,63528.25,8.88
2026-05-01 05:20:00+00:00,63528.25,63576.07,63452.64,63499.18,93.41
2026-05-01 05:21:00+00:00,63499.18,63590.99,63443.93,63521.47,79.63
2026-05-01 05:22:00+00:00,63521.47,63656.91,63466.13,63579.88,93.03
2026-05-01 05:23:00+00:00,63579.88,63644.25,63532.77,63568.20,27.36
2026-05-01 05:24:00+00:00,63568.20,63646.37,63467.21,63545.55,6.95
2026-05-01 05:25:00+00:00,63545.55,63568.35,63511.72,63553.14,36.36
2026-05-01 05:26:00+00:00,63553.14,63626.18,63523.26,63553.35,60.91
2026-05-01 05:27:00+00:00,63553.35,63614.45,63487.00,63515.77,38.90
2026-05-01 05:28:00+00:00,63515.77,63562.68,63455.65,63533.63,3.44
2026-05-01 05:29:00+00:00,63533.63,63699.35,63463.66,63610.79,69.91
2026-05-01 05:30:00+00:00,63610.79,63693.08,63536.79,63601.22,89.66
2026-05-01 05:31:00+00:00,63601.22,63615.85,63587.27,63593.76,23.32
2026-05-01 05:32:00+00:00,63593.76,63651.40,63452.99,63554.19,66.44
2026-05-01 05:33:00+00:00,63554.19,63652.18,63528.77,63566.65,24.62
2026-05-01 05:34:00+00:00,63566.65,63602.84,63480.04,63519.40,15.14
2026-05-01 05:35:00+00:00,63519.40,63546.68,63459.47,63477.53,54.56
2026-05-01 05:36:00+00:00,63477.53,63579.34,63436.56,63526.58,58.11
2026-05-01 05:37:00+00:00,63526.58,63560.57,63398.63,63492.38,44.27
2026-05-01 05:38:00+00:00,63492.38,63580.78,63400.47,63533.88,87.38
2026-05-01 05:39:00+00:00,63533.88,63647.07,63444.73,63592.30,3.14
